# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 13K of event 'cycles:u'
# Event count (approx.): 5571447865
#
# Overhead  Command          Shared Object       Symbol                                    
# ........  ...............  ..................  ..........................................
#
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000bb8cb0
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000785217
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000822e40
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000553b50
     0.01%  GC Thread#1      libjvm.so           [.] 0x00000000007931f5
     0.01%  GC Thread#1      [vdso]              [.] __vdso_clock_gettime
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000553990
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000007badf9
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000042396f
     0.01%  G1 Refine#1      libjvm.so           [.] 0x0000000000735e42
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b8ba10
     0.01%  G1 Conc#0        libjvm.so           [.] 0x0000000000bb8cb0
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000055c546
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5b13d
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000058e88c
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000d7195c
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c609686d0
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000007bbea4
     0.01%  java             libjvm.so           [.] 0x00000000007380c0
     0.01%  java             libjvm.so           [.] 0x0000000000c69593
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000055e375
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000055e299
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000822fa6
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842c1fc
     0.01%  java             libjvm.so           [.] 0x0000000000483667
     0.01%  java             libjvm.so           [.] 0x00000000005c53f0
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004c0916
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000782cb4
     0.01%  java             libjvm.so           [.] 0x0000000000c6a54c
     0.01%  java             libjvm.so           [.] 0x00000000008254c2
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000043720d
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5ba80
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c17b89
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000055eacd
     0.01%  GC Thread#1      libjvm.so           [.] 0x000000000074a59a
     0.01%  java             libjvm.so           [.] 0x0000000000b520fd
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60974d21
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5b6f0
     0.01%  java             libjvm.so           [.] 0x0000000000c6954a
     0.01%  java             libjvm.so           [.] 0x0000000000b952f8
     0.01%  G1 Conc#0        libjvm.so           [.] 0x0000000000747024
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000055c2ae
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a79356
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000786f87
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000055c5b1
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c609a0318
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000005431b4
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a79870
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000357737
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000795a06
     0.01%  java             libjvm.so           [.] 0x00000000008fa7f5
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000795b84
     0.01%  java             libjvm.so           [.] 0x0000000000c6a494
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000817638
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000055d7d9
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c684293f4
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000706700
     0.01%  G1 Conc#0        libjvm.so           [.] 0x000000000074df98
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c60027
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000007bad3d
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c609786d2
     0.01%  GC Thread#1      libjvm.so           [.] 0x000000000080ff82
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5e680
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000736778
     0.01%  GC Thread#2      libjvm.so           [.] 0x000000000078524a
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c609760e7
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000411aa6
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a78cc0
     0.01%  java             libjvm.so           [.] 0x0000000000c6a6df
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000795b70
     0.01%  java             libjvm.so           [.] 0x0000000000c69380
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000bd4c76
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000005431a0
     0.01%  G1 Conc#0        libjvm.so           [.] 0x0000000000795146
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842b6f9
     0.01%  java             libjvm.so           [.] 0x0000000000d247ff
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000782ca3
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000082361b
     0.01%  GC Thread#0      libjvm.so           [.] 0x00000000007853b5
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6097457e
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000c60250
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000055c585
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000082301f
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b8ba34
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000822d41
     0.01%  java             libjvm.so           [.] 0x0000000000d15d95
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a867b0
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842b4fd
     0.01%  java             libjvm.so           [.] 0x000000000074d154
     0.01%  java             libjvm.so           [.] 0x0000000000b4b340
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5fd58
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000051dc50
     0.01%  G1 Refine#0      libjvm.so           [.] 0x000000000073b097
     0.01%  java             libjvm.so           [.] 0x0000000000c68ac4
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000b7a150
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000817e0b
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60971260
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004cdc60
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60f183a7
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c609609d0
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60969475
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000056130a
     0.01%  java             libjvm.so           [.] 0x0000000000bd6e90
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000787086
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000548200
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842b843
     0.01%  java             libjvm.so           [.] 0x0000000000c6a520
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a447fe
     0.01%  C2 CompilerThre  [unknown]           [.] 0000000000000000
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000055e800
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000067207e
     0.01%  java             libjvm.so           [.] 0x0000000000b18e52
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000082307b
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60f1cfd4
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000005cceab
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000786ff0
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000055b6c5
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000817a3a
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000007baeaf
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000006e3932
     0.01%  java             libjvm.so           [.] 0x00000000005a2788
     0.01%  G1 Conc#0        libjvm.so           [.] 0x0000000000799430
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000beb0e8
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842bdfd
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000785712
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000058311c
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000007bbee5
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6096ae56
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a6b15c
     0.01%  GC Thread#3      libjvm.so           [.] 0x000000000078570d
     0.01%  java             libjvm.so           [.] 0x0000000000854090
     0.01%  GC Thread#1      libjvm.so           [.] 0x000000000079465b
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000045ec00
     0.01%  java             libjvm.so           [.] 0x0000000000d19c4a
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000786fb6
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000817636
     0.01%  java             libjvm.so           [.] 0x0000000000b4a4cd
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000795a0d
     0.01%  java             libjimage.so        [.] 0x0000000000002d5a
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c1c088
     0.01%  GC Thread#2      libjvm.so           [.] 0x00000000007831f0
     0.01%  java             libjvm.so           [.] 0x00000000007eb60b
     0.01%  G1 Refine#1      libjvm.so           [.] 0x0000000000794465
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000005cd81e
     0.01%  java             libjvm.so           [.] 0x000000000067a6b8
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000d6ed97
     0.01%  java             libjvm.so           [.] 0x00000000006638a6
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c178e3
     0.01%  G1 Conc#0        libjvm.so           [.] 0x0000000000747098
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c609737a5
     0.01%  G1 Conc#0        libjvm.so           [.] 0x000000000074708d
     0.01%  java             libjvm.so           [.] 0x0000000000404c50
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60971878
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6097313f
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000790a2c
     0.01%  G1 Conc#0        libjvm.so           [.] 0x000000000074712e
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60972f35
     0.01%  G1 Refine#0      libjvm.so           [.] 0x000000000079306a
     0.01%  G1 Refine#1      libjvm.so           [.] 0x0000000000792b6e
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60960469
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60f1d0c9
     0.01%  G1 Refine#0      libjvm.so           [.] 0x0000000000794494
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60f1ceeb
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000794838
     0.01%  java             libjvm.so           [.] 0x0000000000a40401
     0.01%  G1 Conc#0        libjvm.so           [.] 0x0000000000747028
     0.01%  G1 Conc#0        libjvm.so           [.] 0x0000000000795078
     0.01%  G1 Conc#0        libjvm.so           [.] 0x0000000000747f8d
     0.01%  G1 Conc#0        libjvm.so           [.] 0x00000000007503e4
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842b63d
     0.01%  GC Thread#0      libjvm.so           [.] 0x00000000007d0b60
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c609786ab
     0.01%  java             libjvm.so           [.] 0x0000000000d151af
     0.01%  java             libjvm.so           [.] 0x00000000005a73e3
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6097e90b
     0.01%  java             libjvm.so           [.] 0x000000000066dd5b
     0.01%  java             libjvm.so           [.] 0x00000000005d88bb
     0.01%  java             libpthread-2.30.so  [.] pthread_attr_setstacksize
     0.01%  G1 Refine#0      libjvm.so           [.] 0x0000000000792bf6
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000bcf5b8
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000482aed
     0.01%  java             libjvm.so           [.] 0x0000000000a40dcb
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60975e09
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b757d7
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a45248
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60ee993d
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6096bd76
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6096adae
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000007bbea8
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c68429408
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000bec145
     0.01%  java             libjvm.so           [.] 0x0000000000c9fc9d
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5fd5c
     0.01%  C1 CompilerThre  libc-2.30.so        [.] __strtoull_internal
     0.01%  G1 Refine#0      libjvm.so           [.] 0x0000000000793040
     0.01%  java             libjvm.so           [.] 0x0000000000c89a38
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000006a757a
     0.01%  java             libjvm.so           [.] 0x0000000000d8e872
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60974574
     0.01%  G1 Conc#0        libjvm.so           [.] 0x000000000074703c
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60966768
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60969cab
     0.01%  java             libjvm.so           [.] 0x0000000000c9fc32
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b0f2f5
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6842a3c5
     0.01%  java             libjvm.so           [.] 0x000000000084d060
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6096af6e
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60978400
     0.01%  java             libjvm.so           [.] 0x0000000000b4abc0
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c684299d9
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c68429e8c
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b128a1
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000007bad77
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000005806af
     0.01%  java             libjvm.so           [.] 0x0000000000424c20
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000671f99
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60974d33
     0.01%  java             libjvm.so           [.] 0x0000000000853ba0
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000517c57
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000817f20
     0.01%  java             libjvm.so           [.] 0x00000000007eb543
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000411705
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c684293ac
     0.01%  java             libjvm.so           [.] 0x00000000007eb79c
     0.01%  G1 Conc#0        libjvm.so           [.] 0x000000000074711e
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c609692e1
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6096af40
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c1db5d
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000008181cc
     0.01%  java             libjvm.so           [.] 0x0000000000d21894
     0.01%  java             libjvm.so           [.] 0x00000000007eb5e6
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a78b45
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a44ecd
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000003c6642
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000785310
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000786f9d
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60969bfb
     0.01%  G1 Conc#0        libjvm.so           [.] 0x0000000000747077
     0.01%  java             libjvm.so           [.] 0x0000000000a3eea4
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60974d24
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5c200
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60965514
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60974561
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000787079
     0.01%  java             libjvm.so           [.] 0x00000000006f4638
