# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 15K of event 'cycles:u'
# Event count (approx.): 6897413689
#
# Overhead  Command          Shared Object       Symbol                                                             
# ........  ...............  ..................  ...................................................................
#
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000005cbae9
     0.01%  java             libjvm.so           [.] 0x00000000005b9fd0
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000795a5e
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c6003f
     0.01%  java             libjvm.so           [.] 0x000000000082e6d1
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000782e9d
     0.01%  java             libjvm.so           [.] 0x00000000005ae3d0
     0.01%  java             libjvm.so           [.] 0x00000000005a7e40
     0.01%  java             libjvm.so           [.] 0x0000000000cbb87e
     0.01%  GC Thread#2      [vdso]              [.] 0x0000000000000983
     0.01%  G1 Refine#2      libjvm.so           [.] 0x00000000007937cd
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000007baf5f
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000795a58
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000786ecb
     0.01%  java             libjvm.so           [.] 0x0000000000c7c4e0
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c9657db
     0.01%  java             libjvm.so           [.] 0x0000000000c9f1ee
     0.01%  java             libjvm.so           [.] 0x0000000000725e80
     0.01%  java             libjvm.so           [.] 0x00000000006f45a1
     0.01%  java             libjvm.so           [.] 0x0000000000c0d9a0
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000782d82
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000822d34
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000081ad60
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b0f2d6
     0.01%  java             libjvm.so           [.] 0x0000000000d15c1d
     0.01%  java             libjvm.so           [.] 0x0000000000bb8e30
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c9704a0
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000007bce7f
     0.01%  java             libjvm.so           [.] 0x0000000000d152a7
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000790b8e
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000045ec03
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b101c7
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c174b6
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000bb8cd7
     0.01%  java             libjvm.so           [.] 0x0000000000456081
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c960680
     0.01%  java             libjvm.so           [.] 0x0000000000bb8ce3
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a90bff
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000518100
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000785233
     0.01%  java             libjvm.so           [.] 0x00000000005d8858
     0.01%  java             [JIT] tid 917       [.] 0x00007f15a44246c0
     0.01%  GC Thread#1      libjvm.so           [.] 0x00000000007854a4
     0.01%  GC Thread#0      libjvm.so           [.] 0x000000000074a523
     0.01%  java             libjimage.so        [.] 0x0000000000003a1f
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000c68ad4
     0.01%  VM Thread        libjvm.so           [.] 0x000000000079ddb0
     0.01%  VM Thread        libjvm.so           [.] 0x0000000000c74f7d
     0.01%  GC Thread#0      libjvm.so           [.] 0x00000000007434b8
     0.01%  java             libjvm.so           [.] 0x0000000000453b10
     0.01%  GC Thread#2      libjvm.so           [.] 0x000000000074a514
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004d3e00
     0.01%  java             libjvm.so           [.] 0x0000000000d147f8
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000822e2a
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000003e3a70
     0.01%  GC Thread#3      libjvm.so           [.] 0x000000000074a4be
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000817f9e
     0.01%  java             libjvm.so           [.] 0x0000000000b1869f
     0.01%  java             libjvm.so           [.] 0x0000000000a1278c
     0.01%  G1 Refine#3      libjvm.so           [.] 0x000000000080edb0
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000817a6e
     0.01%  java             libjvm.so           [.] 0x0000000000c89a73
     0.01%  java             libjvm.so           [.] 0x0000000000c9f230
     0.01%  java             libjvm.so           [.] 0x00000000005b002e
     0.01%  java             [JIT] tid 917       [.] 0x00007f159cef8d27
     0.01%  java             libjvm.so           [.] 0x0000000000b17e3c
     0.01%  G1 Refine#2      libjvm.so           [.] 0x00000000007901d5
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c9686d4
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000002debd0
     0.01%  G1 Conc#0        libjvm.so           [.] 0x000000000075345f
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000785477
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004c68db
     0.01%  java             libjvm.so           [.] 0x0000000000c68b3b
     0.01%  GC Thread#0      libjvm.so           [.] 0x000000000074a4d3
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c975560
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000005196dc
     0.01%  java             libjvm.so           [.] 0x0000000000a124eb
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000d1443c
     0.01%  VM Thread        libjvm.so           [.] 0x0000000000b7a5fb
     0.01%  java             libjvm.so           [.] 0x00000000007ebaf9
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004bcb88
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000810170
     0.01%  java             libjvm.so           [.] 0x0000000000c9f0be
     0.01%  GC Thread#3      libjvm.so           [.] 0x000000000078549b
     0.01%  GC Thread#0      libjvm.so           [.] 0x000000000074a51b
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5fb58
     0.01%  G1 Refine#2      libpthread-2.30.so  [.] pthread_cond_wait@@GLIBC_2.3.2
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c970a50
     0.01%  G1 Refine#0      libjvm.so           [.] 0x0000000000790085
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000782db1
     0.01%  java             libjvm.so           [.] 0x00000000005a88c2
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000782df9
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000caba61
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000511970
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000051a4d1
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000528d40
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000007eb560
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c175c0
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000005d885b
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000795a13
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000d2adcd
     0.01%  java             libjvm.so           [.] 0x0000000000d147bc
     0.01%  GC Thread#2      libjvm.so           [.] 0x00000000007954bc
     0.01%  java             libjvm.so           [.] 0x00000000005a0284
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000785410
     0.01%  GC Thread#1      libjvm.so           [.] 0x000000000080ff0d
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000782c53
     0.01%  java             libjvm.so           [.] 0x000000000084bafa
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c1b24a
     0.01%  VM Periodic Tas  libc-2.30.so        [.] pthread_mutex_unlock
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000498029
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b14943
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000662580
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000c91f90
     0.01%  G1 Conc#0        libjvm.so           [.] 0x000000000075836b
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c96b747
     0.01%  GC Thread#2      libjvm.so           [.] 0x000000000074a52f
     0.01%  java             libjimage.so        [.] 0x0000000000002cb9
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000053bf30
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000050da68
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000ca0649
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c977132
     0.01%  GC Thread#3      libjvm.so           [.] 0x00000000007436c9
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000795b8d
     0.01%  java             libjvm.so           [.] 0x0000000000410751
     0.01%  G1 Refine#3      libjvm.so           [.] 0x0000000000790117
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5f672
     0.01%  java             libjvm.so           [.] 0x0000000000ba6ef2
     0.01%  java             libjvm.so           [.] 0x0000000000bb0753
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c9738c5
     0.01%  java             libc-2.30.so        [.] __mprotect
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c1d58d
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c17d00
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000050bdf0
     0.01%  G1 Refine#1      libjvm.so           [.] 0x00000000007945ba
     0.01%  java             libjvm.so           [.] 0x0000000000b92fa0
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b1025b
     0.01%  java             libjimage.so        [.] 0x0000000000002d15
     0.01%  java             libjvm.so           [.] 0x000000000071b70f
     0.01%  G1 Refine#0      libjvm.so           [.] 0x0000000000793829
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000c4ac50
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000060b82b
     0.01%  java             libjvm.so           [.] 0x00000000005b8424
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a44ecd
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000d2ade9
     0.01%  java             libjvm.so           [.] 0x0000000000855f40
     0.01%  java             libjvm.so           [.] 0x0000000000d14791
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004c0d97
     0.01%  G1 Refine#3      libjvm.so           [.] 0x000000000080eca8
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000051127a
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004c9344
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000bb8ce3
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c975e56
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000049c877
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000819bf9
     0.01%  G1 Refine#0      libjvm.so           [.] 0x000000000079458c
     0.01%  java             libjvm.so           [.] 0x0000000000c6a4db
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000d0a53e
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000517840
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000790b5b
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000005d5890
     0.01%  java             libjvm.so           [.] 0x00000000004107e8
     0.01%  java             libjvm.so           [.] 0x00000000005ad1d9
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000005ce02b
     0.01%  java             libjvm.so           [.] 0x0000000000c9fc39
     0.01%  GC Thread#1      libjvm.so           [.] 0x000000000072a91d
     0.01%  java             libjvm.so           [.] 0x00000000002c3d78
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000081a0a7
     0.01%  GC Thread#1      libjvm.so           [.] 0x000000000079552e
     0.01%  java             libjvm.so           [.] 0x0000000000a11ca8
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c9604fd
     0.01%  java             libjvm.so           [.] 0x00000000005a2077
     0.01%  java             [JIT] tid 917       [.] 0x00007f15a4420ca0
     0.01%  java             libjvm.so           [.] 0x0000000000824ac7
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004c14f2
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000786f33
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000003a7c40
     0.01%  java             libjvm.so           [.] 0x000000000084bbff
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b8bb49
     0.01%  java             [JIT] tid 917       [.] 0x00007f159cf02c40
     0.01%  java             libjvm.so           [.] 0x0000000000b7a501
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c9654d4
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c987b00
     0.01%  java             libjvm.so           [.] 0x0000000000825d5e
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004cd614
     0.01%  java             libjvm.so           [.] 0x0000000000a0f86d
     0.01%  java             libjvm.so           [.] 0x0000000000d2488a
     0.01%  GC Thread#2      libjvm.so           [.] 0x000000000080ff0d
     0.01%  GC Thread#3      libjvm.so           [.] 0x00000000007852b5
     0.01%  G1 Refine#3      libjvm.so           [.] 0x00000000004724cb
     0.01%  java             libjvm.so           [.] 0x000000000065fc06
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c960a92
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000bc9db0
     0.01%  java             libjvm.so           [.] 0x0000000000b4a4df
     0.01%  java             libjvm.so           [.] 0x0000000000c542db
     0.01%  G1 Conc#0        libjvm.so           [.] 0x00000000007481e4
     0.01%  java             libjvm.so           [.] 0x0000000000c9fdc1
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c974920
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000005556b2
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c974a5b
     0.01%  G1 Refine#0      libjvm.so           [.] 0x00000000007901d5
     0.01%  java             libjvm.so           [.] 0x000000000082b8be
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000822680
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000d6e625
     0.01%  java             libjvm.so           [.] 0x00000000005b66d7
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000051bdba
     0.01%  GC Thread#0      libjvm.so           [.] 0x000000000078273a
     0.01%  java             libjvm.so           [.] 0x0000000000c9f833
     0.01%  GC Thread#0      libjvm.so           [.] 0x000000000074a4bb
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000a45bcb
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004f422e
     0.01%  GC Thread#3      libjvm.so           [.] 0x000000000078546c
     0.01%  java             libjvm.so           [.] 0x000000000082520d
